subject,course_number,name,description
PHYS,710,"Atomic Physics","Emphasis on atomic structure and spectroscopy. Review of angular momentum, rotations, Wigner-Eckart theorem, n-j symbols. Energy levels in complex atoms, Hartree-Fock theory, radiative transitions and inner shell processes. Further topics selected with class interest in mind, at least one of which to be taken from current literature."
PHYS,713,"Molecular Physics","Angular momentum and the rotation of molecules; introduction to group theory with application to molecular vibrations; principles of molecular spectroscopy; spectra of isolated molecules; intermolecular interactions and their effects on molecular spectra; selected additional topics (e.g., electronic structure of molecules, experimental spectroscopic techniques, neutron scattering, correlation functions, collision induced absorption, extension of group theory to molecular crystals, normal coordinate analysis, etc.)."
PHYS,714,"Nonlinear Optics","Laser and nonlinear optics; techniques for controlling laser beams such as mode selection and mode locking; laser spectroscopy."
PHYS,715,"Nuclear Physics","Static properties of nuclei; alpha, beta, gamma-decay; two-body systems; nuclear forces; nuclear reactions; single-particle models for spherical and deformed nuclei; shell, collective, interacting boson models."
PHYS,716,"Special Topics in Subatomic and Nuclear Physcis","Offered on demand.  Course content depends on topic and instructor."
PHYS,717,"Intermediate and High Energy Physics","Strong, electromagnetic and weak interactions. Isospin, strangeness, conservation laws and symmetry principles. Leptons, hadrons, quarks and their classification, formation, interactions and decay."
PHYS,718,"Special Topics in Subatomic and Nuclear Physics","Offered on demand.  Course content depends on topic and instructor."
PHYS,730,"Liquid State Physics","Physical properties of atomic liquids; distribution functions and equilibrium properties, elementary perturbation theories and integral equation theories; simple metals, simple computer simulation; viral expansions and thermodynamic derivatives of g(r); experimental determination of g(r)."
PHYS,731,"Solid State Physics 1","Phonons, electron states, electron-electron interaction, electron-ion interaction, static properties of solids."
PHYS,732,"Solid State Physics 2","Transport properties; optical properties; magnetism; superconductivity; disordered systems."
PHYS,737,"Special Topics in Surface Physics","Offered on demand.  Course content depends on topic and instructor."
PHYS,738,"Special Topics in Condensed Matter and Materials Physics","Offered on demand.  Course content depends on topics and instructor."
PHYS,739,"Quantum Many Body Physics","A modern approach to the quantum many-body problem from the perspective of condensed matter physics. Low energy effective theories, continuum field theories, and lattice models. Phases and phase transitions in the path integral formulation of bosons, fermions and quantum spins. Quantum critical points, topological phases, gauge theories, and connections to quantum information."
PHYS,745,"Special Topics in Experimental Physics","Offered on demand.  Course content depends on topic and instructor."
PHYS,747,"Optical Electronics","Optoelectronic component fabrication, light propagation in linear and nonlinear media, optical fiber properties, electro-optic and acousto-optic modulation, spontaneous and stimulated emission, semiconductor lasers and detectors, noise effects in fiber systems."
PHYS,749,"Special Topics in Experimental Physics","Offered on demand.  Course content depends on topic and instructor."
PHYS,751,"Clinical Applications of Physics in Medicine","This course provides an overview of the application of physics to medicine. The physical concepts underlying the diagnosis and treatment of disease will be explored. Topics will include general imaging principles such as resolution, intensity and contrast; x-ray imaging and computed tomography; radioisotopes and nuclear medicine, SPECT and PET; magnetic resonance imaging; ultrasound imaging and radiation therapy."
PHYS,752,"Molecular Biophysics","Physical methods of determining macromolecular structure: energetics, intramolecular and intermolecular forces, with applications to lamellar structures, information storage, DNA and RNA, recognition and rejection of foreign molecules."
PHYS,767,"Quantum Information Processing","Review of basics of quantum information and computational complexity; Simple quantum algorithms; Quantum Fourier transform and Shor factoring algorithm: Amplitude amplification, Grover search algorithm and its optimality; Completely positive trace-preserving maps and Kraus representation; Non-locality and communication complexity; Physical realizations of quantum computation: requirements and examples; Quantum error-correction, including CSS codes, and elements of fault-tolerant computation; Quantum cryptography; Security proofs of quantum key distribution protocols; Quantum proof systems.  Familiarity with theoretical computer science or quantum mechanics will also be an asset, though most students will not be familiar with both."
